"","Cassiope tetragona","Dryas integrifolia","Luzula arctica","Luzula confusa","Oxyria digyna","Salix arctica","Betula nana","Rubus chamaemorus","Carex bigelowii","Poa arctica","Vaccinium vitis-idaea","Ledum palustre","Pedicularis lapponica","Eriophorum angustifolium","Polygonum viviparum","Salix pulchra","Eriophorum vaginatum","Carex aquatilis","Petasites frigidus","Pedicularis sudetica","Vaccinium uliginosum","Pedicularis langsdorffii","Eriophorum scheuchzeri","Pedicularis kanei","Saxifraga punctata","Luzula wahlenbergii","Calamagrostis holmii","Salix ovalifolia","Pedicularis capitata","Pyrola grandiflora","Arctagrostis latifolia","Saxifraga foliolosa","Carex rariflora","Comarum palustre","Epilobium palustre","Dupontia fisheri","Hippuris vulgaris","Juncus biglumis","Juncus albescens","Saxifraga cernua","Carex chordorrhiza","Caltha palustris","Hierochloe pauciflora","Saxifraga hirculus","Minuartia arctica","Bromus pumpellianus","Salix lanata","Packera hyperborealis","Achillea lanulosa","Stellaria laeta","Saxifraga hieraciifolia","Salix reticulata","Draba nivalis","Erigeron eriocephalus","Kobresia sibirica","Koeleria asiatica","Festuca brachyphylla","Salix glauca","Empetrum nigrum","Salix alaxensis","Poa glauca","Arctostaphylos rubra","Astragalus alpinus","Salix niphoclada","Elymus arenarius","Androsace septentrionalis","Lupinus arcticus","Stellaria edwardsii","Saussurea angustifolia","Carex maritima","Lagotis glauca","Potentilla hookeriana","Tofieldia pusilla","Tofieldia coccinea","Poa lanata","Antennaria friesiana","Polygonum bistorta","Bupleurum americanum","Tephroseris atropurpurea","Artemisia glomerata","Artemisia borealis","Luzula multiflora","Carex obtusata","Cardamine pratensis","Stellaria monantha","Alopecurus alpinus","Artemisia arctica","Salix phlebophylla","Anemone parviflora","Diapensia lapponica","Hierochloe alpina","Carex scirpoidea","Salix rotundifolia","Calamagrostis inexpansa","Cochlearia officinalis","Arnica lessingii","Eriophorum russeolum","Arctophila fulva","Ranunculus pallasii","Draba micropetala","Senecio atropurpureus","Ranunculus nivalis","Potentilla hyparctica","Cerastium gorodkovianum","Poa alpina","Saxifraga flagellaris","Papaver hultenii","Papaver macounii","Rumex arcticus","Eutrema edwardsii","Salix polaris","Deschampsia flexuosa","Calluna vulgaris","Empetrum hermaphroditum","Phyllodoce caerulea","Vaccinium myrtillus","Juniperus communis","Trientalis europaea","Arctostaphylos alpina","Hieracium alpinum","Solidago virgaurea","Juncus trifidus","Diphasiastrum alpinum","Festuca ovina","Cassiope hypnoides","Andromeda polifolia","Diphasiastrum complanatum","Loiseleuria procumbens","Betula pubescens","Salix herbacea","Bistorta vivipara","Rumex acetosa","Calamagrostis lapponica","Carex lachenalii","Luzula spicata","Agrostis mertensii","Carex brunnescens","Poa pratensis","Gnaphalium supinum","Sibbaldia procumbens","Vahlodea atropurpurea","Phleum alpinum","XXXCarex:SWEDEN","Rhodiola rosea","XXXTaraxacum:SWEDEN","Viola biflora","Antennaria dioica","Gentiana nivalis","Ranunculus acris","Veronica alpina","Anthoxanthum odoratum","Antennaria alpina","Pyrola minor","Androsace chamaejasme","Potentilla robbinsiana","Leymus mollis","Rhododendron lapponicum","Salix hastata","Salix myrsinites","Carex vaginata","Chamorchis alpina","Astragalus frigidus","Bartsia alpina","Carex parallela","Pinguicula vulgaris","Calamagrostis stricta","XXXFestuca:THUFUVER","Luzula arcuata","Minuartia biflora","Minuartia stricta","Pedicularis flammea","Cerastium alpinum","Deschampsia alpina","Euphrasia frigida","Kobresia myosuroides","Koenigia islandica","Arabis petraea","Armeria maritima","Thymus praecox","Salix phylicifolia","Silene acaulis","XXXSagina:THUFUVER","XXXMinuartia:THUFUVER","Saxifraga nivalis","Thalictrum alpinum","Festuca richardsonii","Dryas octopetala","Oxytropis nigrescens","Pedicularis lanata","XXXCarex microchaeta&rupestris:WOLFCREEK","Linnaea borealis","Arctous alpina","Lysimachia europaea","Saussurea alpina","Deschampsia cespitosa","XXXHepatica:ABISKO","Orthilia secunda","Persicaria vivipara","Equisetum arvense","Luzula nivalis","Luzula parviflora","Carex rupestris","XXXLuzula spicata/confusa:DISKO","XXXPoa:DISKO","Stellaria longipes","Festuca rubra","Cerastium arcticum","Carex microglochin","Carex norvegica","Carex capillaris","Saxifraga tricuspidata","Carex fuliginosa","Potentilla crantzii","Pyrola rotundifolia","Saxifraga aizoides","Festuca vivipara","Taraxacum croceum","Trisetum spicatum","Cerastium cerastoides","Parnassia palustris","Rumex alpestris","Trollius europaeus","Gymnadenia conopsea","Pinguicula villosa","Vaccinium microcarpum","Pseudorchis albida","Alopecurus magellanicus","XXXDUPONTIA:SADVENT","XXXWOODYDRYAS:SADVENT","Stellaria crassipes","XXXWOODYSALIX:SADVENT","Pedicularis dasyantha","Saxifraga oppositifolia","Harrimanella hypnoides","Potentilla uniflora","XXXFORB:KANGER","XXXGRAMINOID:KANGER","XXXPOLYGONUM:KANGER","XXXSTELLARIA:KANGER","XXXCAMPANULA:KANGER","XXXPOA:SADVENT","Carex supina","Carex nardina","Lesquerella arctica","Arenaria pseudofrigida","XXXDryas:ZACKENBERG","XXXLuzula:ZACKENBERG","Dupontia psilosantha","Eriophorum triste","Pedicularis hirsuta","XXXFestuca:ZACKENBERG","Papaver radicatum","Ledum decumbens","Pyrola secunda","Salix chamissonis","Arnica alpina","XXXPedicularis:TOOLIK","XXXEriophorum:TOOLIK","Polemonium acutiflorum","Carex microchaeta","XXXGentiana:TOOLIK","XXXCalamagrostis:TOOLIK","XXXUNKDIC:TOOLIK","XXXUNKGRA:TOOLIK","Valeriana capitata","Salix fuscescens","Carex rotundata","Pedicularis labradorica","XXXStellaria:TOOLIK","Oxytropis maydelliana","Cardamine hyperborea","Carex misandra","Epilobium latifolium","XXXCarex:TOOLIK","XXXArnica:TOOLIK","XXXTofieldia:TOOLIK","Ranunculus lapponicus","XXXAnemone:TOOLIK","XXXUNKFOR:TOOLIK","Geum glaciale","Oxycoccus microcarpus","XXXAntennaria:ANWR","Arnica frigida","XXXCOMP:ANWR","Douglasia ochotensis","Salix planifolia","XXXCalamagrostis:ANWR","Oxytropis borealis","Astragalus umbellatus","Boykinia richardsonii","Carex krausei","Hedysarum alpinum","XXXUNIFOR:ANWR","XXXTofieldia:ANWR","XXXSenecio:ANWR","XXXCardamine:ANWR","XXXLuzula:ANWR","XXXSEDGE:ANWR","XXXGRAMINOID:ANWR","XXXPedicularis:ANWR","XXXPoa:ANWR","Festuca altaica","XXXCarex:BROOKS","Potentilla fruticosa","Salix arbusculoides","Gentiana propinqua","XXXDraba:ENDALEN","Saxifraga cespitosa","Ranunculus pygmaeus","Alopecurus borealis","Poa tolmatchewii","Salix arctica/arctophila","XXXSALIX:AUYUITTUQ","XXXGRAMINOID:AUYUITTUQ","Persicaria bistorta","Minuartia obtusiloba","XXXEriophorum scheuchzeri/chamissonis:ATQASUK","Papaver lapponicum","Tephroseris integrifolia","XXXEriophorum scheuchzeri/chamissonis:BARROW","XXXGRASS:BARROW","Cerastium beeringianum","XXXGRAMINOID:BARROW","Carex subspathacea","Stellaria humifusa","Draba lactea","Silene uralensis","Chrysosplenium tetrandrum","Coptidium pallasii","XXXDraba:BYLOT","Cardamine bellidifolia","XXXLuzula:BYLOT","XXXRanunculaceae:BYLOT","XXXSaxifraga:BYLOT","Carex membranacea","Carex amblyorhyncha","Carex atrofusca","XXXDraba:ALEXFIORD","Braya purpurascens","Kobresia simpliciuscula","Melandrium affine","Galium verum","Galium boreale","Galium normanii","Avenella flexuosa","Agrostis vinealis","XXXluzula:QHI","XXXothergram:QHI","Festuca baffinensis","XXXotherherb:QHI","XXXcarex:QHI","Saxifraga nelsoniana","XXXotherforb:QHI","Cardamine digitata","Oxytropis campestris","Pedicularis verticillata","XXXkobresia:QHI","Lagotis minor"
"LORI:LORI1:Begin",0,0,0,0,0,0,11.8811935816979,0,0.300385363879871,0,2.96205437991561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151346191223769,51.1636491922288,32.6102078439882,1.82883225854808,2.75305622664355,0,0,0.142686649563212,0,0,0,0,0,0,2.66311584553928,0.165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LORI:LORI1:End",0,0,0,0,0,0,6.82766858660207,0,5.74515005651801,0,4.55691204306149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26501476141621,49.3261670830984,36.6616784876769,2.5293077356689,1.85271269839807,0,0,0,0,0,0,2.94117647058824,0,0,0,0,1.06357244410568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LORI:LORI3:Begin",0,0,0,0,0,0,33.6319239701746,0,2.98895013228909,0,9.38283297167818,0,0,0,0,0,0,0,0,0,0.156809831611768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75614497821865,27.9709814036588,27.9412815460124,9.6371098048374,0.95074428126799,0,0,0,0,0,0,0,1.3262599469496,0,0,0,2.93255131964809,0.13262599469496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LORI:LORI3:End",0,0,0,0,0,0,10.4090946508783,0,0.624331120175154,0,3.14410939797623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736988108624227,26.7852435805377,58.0991198529334,1.95982210865873,0.322636869148557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LORI:LORI4:Begin",0,0,0,0,0,0,20.9399284774769,0,0.50879377976299,0,5.00301650495598,0,0,0,0,0,0,0,0,0,0.789971205930459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08036412085481,18.6154150640181,57.6032288483312,2.25596793324802,1.48220785659202,0,0,0.169204737732657,0,0,0.248756218905473,0.153412379712032,0,0,0,0.155763239875389,3.4965034965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LORI:LORI4:End",0,0,0,0,0,0,17.9410564047062,0,1.81047850990837,0,5.77081107863793,0,0,0,0,0,0,0,0,0,1.97628458498024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71422425651208,33.1298972678083,44.721678100755,0.088339222614841,1.80405713889479,0,1.88679245283019,0,0,0,0.0570125427594071,0,0,0,0,0,0,1.72889800782419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QHI:HE:Begin",0,2.80737391480052,0,0,0,0,0,0,0,0.998013062886481,0,0,0,8.00876338851022,0,14.3311166345101,52.3405721668582,0,0,0,0,0,0,0,0,0,0,0,1.39728415044871,14.2857142857143,3.9777469366077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97417260896927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961538461538462,0,2.37422152315769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2501943585636,0,0,1.2987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961538461538462,0,0,0,0,0,0,0,0,1.03021978021978,0,0,0,0,0,0,1.0989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41625005751049,0,0,0,1.10802318249127,0,0,0,0,0,0,0,0,0,0,0,1.89873417721519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50613747954174,1.06382978723404,1.06382978723404,1.13011988011988,6.20131450827653,0.632911392405063,1.26582278481013,0.632911392405063,0,0,0,0
"QHI:HE:End",0,2.14287604380484,0,0,0,0,0,0,0,4.92196554735254,0,0,0,4.51127819548872,0,22.2921273772667,43.7217931707096,0,0,0,0,0,0,0,0,0,0,0,1.23919338315623,3.84048356184579,6.3080381950351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90112158223613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15312319259688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04173896279159,0,0,1.31578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980392156862745,0,0,0,0,0,0,1.49827623357035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75187969924812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73062463851938,0,0,0,1.57894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77617119722383,2.25563909774436,0,6.8421052631579,0.526315789473684,0.75187969924812,1.56231925968768,0,1.96078431372549,0.549450549450549,0
"QHI:KO:Begin",0,54.3954664161674,0,0,0,16.9800178650283,0,0,0,5.965029957745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7718715393134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70986978215894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63855421686747,0,1.52116402116402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47306397306397,1.3773133153882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97521137008117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63613611116752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07785225527161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78104788023533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69359568329642,2.77777777777778,9.00537634408602,1.12100302279624,0,0,0,0,1.01010101010101,2.14842897232245,3.2258064516129,0
"QHI:KO:End",0,44.9626220275832,0,0,0,19.3764084770998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617283950617284,11.3019739727181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19425508156269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2611585944919,0,1.23456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1606734936043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537634408602151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22963027452438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98594041221885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917431192660551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87624407909831,2.92785139879941,0,0,0,0,1.23456790123457,0.826446280991736,1.23456790123457,0,0.537634408602151
"RIRI:RIRI2:Begin",0,0,0,0,0,0,10.4736735130509,0.326797385620915,8.40717667781374,0,8.61298566203354,0,0.230414746543779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417079765886086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57106474679205,0,24.5778011957756,4.32670157068063,0,0,2.4526009005623,0,4.33174396355115,10.4496350927987,7.38292276883731,0,9.77515628150837,10.9558449799998,0,0,0,0,20.6535156430857,9.53797044303788,0.343928649760371,14.8352707748829,3.01858748660998,0.230414746543779,2.81112058216866,9.80378956502342,0.194942528735632,0.569486543584091,0.50761421319797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIRI:RIRI2:End",0,0,0,0,0,0,34.5621030290681,0,6.72454036697652,0,3.80927696378148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89832642773819,0,25.3598238843213,0.144508670520231,7.40133698605491,0,1.435508924217,0,2.82045036856124,11.6943655037292,0,0,0,1.49000014651031,0,0,0,0,37.2502526700183,2.79515869490599,2.51724439724728,11.8727972026757,2.73560770553633,0,0.234356689805795,3.0958886082561,0,0.163398692810458,1.52671755725191,0.193050193050193,0.193050193050193,0,0,0,0,0,0,0,0,0.193050193050193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
