"","Cassiope tetragona","Dryas integrifolia","Luzula arctica","Luzula confusa","Oxyria digyna","Salix arctica","Betula nana","Rubus chamaemorus","Carex bigelowii","Poa arctica","Vaccinium vitis-idaea","Ledum palustre","Pedicularis lapponica","Eriophorum angustifolium","Polygonum viviparum","Salix pulchra","Eriophorum vaginatum","Carex aquatilis","Petasites frigidus","Pedicularis sudetica","Vaccinium uliginosum","Pedicularis langsdorffii","Eriophorum scheuchzeri","Pedicularis kanei","Saxifraga punctata","Luzula wahlenbergii","Calamagrostis holmii","Salix ovalifolia","Pedicularis capitata","Pyrola grandiflora","Arctagrostis latifolia","Saxifraga foliolosa","Carex rariflora","Comarum palustre","Epilobium palustre","Dupontia fisheri","Hippuris vulgaris","Juncus biglumis","Juncus albescens","Saxifraga cernua","Carex chordorrhiza","Caltha palustris","Hierochloe pauciflora","Saxifraga hirculus","Minuartia arctica","Bromus pumpellianus","Salix lanata","Packera hyperborealis","Achillea lanulosa","Stellaria laeta","Saxifraga hieraciifolia","Salix reticulata","Draba nivalis","Erigeron eriocephalus","Kobresia sibirica","Koeleria asiatica","Festuca brachyphylla","Salix glauca","Empetrum nigrum","Salix alaxensis","Poa glauca","Arctostaphylos rubra","Astragalus alpinus","Salix niphoclada","Elymus arenarius","Androsace septentrionalis","Lupinus arcticus","Stellaria edwardsii","Saussurea angustifolia","Carex maritima","Lagotis glauca","Potentilla hookeriana","Tofieldia pusilla","Tofieldia coccinea","Poa lanata","Antennaria friesiana","Polygonum bistorta","Bupleurum americanum","Tephroseris atropurpurea","Artemisia glomerata","Artemisia borealis","Luzula multiflora","Carex obtusata","Cardamine pratensis","Stellaria monantha","Alopecurus alpinus","Artemisia arctica","Salix phlebophylla","Anemone parviflora","Diapensia lapponica","Hierochloe alpina","Carex scirpoidea","Salix rotundifolia","Calamagrostis inexpansa","Cochlearia officinalis","Arnica lessingii","Eriophorum russeolum","Arctophila fulva","Ranunculus pallasii","Draba micropetala","Senecio atropurpureus","Ranunculus nivalis","Potentilla hyparctica","Cerastium gorodkovianum","Poa alpina","Saxifraga flagellaris","Papaver hultenii","Papaver macounii","Rumex arcticus","Eutrema edwardsii","Salix polaris","Deschampsia flexuosa","Calluna vulgaris","Empetrum hermaphroditum","Phyllodoce caerulea","Vaccinium myrtillus","Juniperus communis","Trientalis europaea","Arctostaphylos alpina","Hieracium alpinum","Solidago virgaurea","Juncus trifidus","Diphasiastrum alpinum","Festuca ovina","Cassiope hypnoides","Andromeda polifolia","Diphasiastrum complanatum","Loiseleuria procumbens","Betula pubescens","Salix herbacea","Bistorta vivipara","Rumex acetosa","Calamagrostis lapponica","Carex lachenalii","Luzula spicata","Agrostis mertensii","Carex brunnescens","Poa pratensis","Gnaphalium supinum","Sibbaldia procumbens","Vahlodea atropurpurea","Phleum alpinum","XXXCarex:SWEDEN","Rhodiola rosea","XXXTaraxacum:SWEDEN","Viola biflora","Antennaria dioica","Gentiana nivalis","Ranunculus acris","Veronica alpina","Anthoxanthum odoratum","Antennaria alpina","Pyrola minor","Androsace chamaejasme","Potentilla robbinsiana","Leymus mollis","Rhododendron lapponicum","Salix hastata","Salix myrsinites","Carex vaginata","Chamorchis alpina","Astragalus frigidus","Bartsia alpina","Carex parallela","Pinguicula vulgaris","Calamagrostis stricta","XXXFestuca:THUFUVER","Luzula arcuata","Minuartia biflora","Minuartia stricta","Pedicularis flammea","Cerastium alpinum","Deschampsia alpina","Euphrasia frigida","Kobresia myosuroides","Koenigia islandica","Arabis petraea","Armeria maritima","Thymus praecox","Salix phylicifolia","Silene acaulis","XXXSagina:THUFUVER","XXXMinuartia:THUFUVER","Saxifraga nivalis","Thalictrum alpinum","Festuca richardsonii","Dryas octopetala","Oxytropis nigrescens","Pedicularis lanata","XXXCarex microchaeta&rupestris:WOLFCREEK","Linnaea borealis","Arctous alpina","Lysimachia europaea","Saussurea alpina","Deschampsia cespitosa","XXXHepatica:ABISKO","Orthilia secunda","Persicaria vivipara","Equisetum arvense","Luzula nivalis","Luzula parviflora","Carex rupestris","XXXLuzula spicata/confusa:DISKO","XXXPoa:DISKO","Stellaria longipes","Festuca rubra","Cerastium arcticum","Carex microglochin","Carex norvegica","Carex capillaris","Saxifraga tricuspidata","Carex fuliginosa","Potentilla crantzii","Pyrola rotundifolia","Saxifraga aizoides","Festuca vivipara","Taraxacum croceum","Trisetum spicatum","Cerastium cerastoides","Parnassia palustris","Rumex alpestris","Trollius europaeus","Gymnadenia conopsea","Pinguicula villosa","Vaccinium microcarpum","Pseudorchis albida","Alopecurus magellanicus","XXXDUPONTIA:SADVENT","XXXWOODYDRYAS:SADVENT","Stellaria crassipes","XXXWOODYSALIX:SADVENT","Pedicularis dasyantha","Saxifraga oppositifolia","Harrimanella hypnoides","Potentilla uniflora","XXXFORB:KANGER","XXXGRAMINOID:KANGER","XXXPOLYGONUM:KANGER","XXXSTELLARIA:KANGER","XXXCAMPANULA:KANGER","XXXPOA:SADVENT","Carex supina","Carex nardina","Lesquerella arctica","Arenaria pseudofrigida","XXXDryas:ZACKENBERG","XXXLuzula:ZACKENBERG","Dupontia psilosantha","Eriophorum triste","Pedicularis hirsuta","XXXFestuca:ZACKENBERG","Papaver radicatum","Ledum decumbens","Pyrola secunda","Salix chamissonis","Arnica alpina","XXXPedicularis:TOOLIK","XXXEriophorum:TOOLIK","Polemonium acutiflorum","Carex microchaeta","XXXGentiana:TOOLIK","XXXCalamagrostis:TOOLIK","XXXUNKDIC:TOOLIK","XXXUNKGRA:TOOLIK","Valeriana capitata","Salix fuscescens","Carex rotundata","Pedicularis labradorica","XXXStellaria:TOOLIK","Oxytropis maydelliana","Cardamine hyperborea","Carex misandra","Epilobium latifolium","XXXCarex:TOOLIK","XXXArnica:TOOLIK","XXXTofieldia:TOOLIK","Ranunculus lapponicus","XXXAnemone:TOOLIK","XXXUNKFOR:TOOLIK","Geum glaciale","Oxycoccus microcarpus","XXXAntennaria:ANWR","Arnica frigida","XXXCOMP:ANWR","Douglasia ochotensis","Salix planifolia","XXXCalamagrostis:ANWR","Oxytropis borealis","Astragalus umbellatus","Boykinia richardsonii","Carex krausei","Hedysarum alpinum","XXXUNIFOR:ANWR","XXXTofieldia:ANWR","XXXSenecio:ANWR","XXXCardamine:ANWR","XXXLuzula:ANWR","XXXSEDGE:ANWR","XXXGRAMINOID:ANWR","XXXPedicularis:ANWR","XXXPoa:ANWR","Festuca altaica","XXXCarex:BROOKS","Potentilla fruticosa","Salix arbusculoides","Gentiana propinqua","XXXDraba:ENDALEN","Saxifraga cespitosa","Ranunculus pygmaeus","Alopecurus borealis","Poa tolmatchewii","Salix arctica/arctophila","XXXSALIX:AUYUITTUQ","XXXGRAMINOID:AUYUITTUQ","Persicaria bistorta","Minuartia obtusiloba","XXXEriophorum scheuchzeri/chamissonis:ATQASUK","Papaver lapponicum","Tephroseris integrifolia","XXXEriophorum scheuchzeri/chamissonis:BARROW","XXXGRASS:BARROW","Cerastium beeringianum","XXXGRAMINOID:BARROW","Carex subspathacea","Stellaria humifusa","Draba lactea","Silene uralensis","Chrysosplenium tetrandrum","Coptidium pallasii","XXXDraba:BYLOT","Cardamine bellidifolia","XXXLuzula:BYLOT","XXXRanunculaceae:BYLOT","XXXSaxifraga:BYLOT","Carex membranacea","Carex amblyorhyncha","Carex atrofusca","XXXDraba:ALEXFIORD","Braya purpurascens","Kobresia simpliciuscula","Melandrium affine","Galium verum","Galium boreale","Galium normanii","Avenella flexuosa","Agrostis vinealis","XXXluzula:QHI","XXXothergram:QHI","Festuca baffinensis","XXXotherherb:QHI","XXXcarex:QHI","Saxifraga nelsoniana","XXXotherforb:QHI","Cardamine digitata","Oxytropis campestris","Pedicularis verticillata","XXXkobresia:QHI","Lagotis minor"
"ABISKO:lower_tundra:Begin",0,0,0,0,0,0,2.40317346450775,3.65853658536585,0,0,4.02097424335588,0,0,0,0,0,0,0,0,0,11.3695770991323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.7581391805589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4390243902439,0,0,0,0,0,0,5.86915297092288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABISKO:lower_tundra:End",0,0,0,0,0,0,10.9419655876349,0,0,0,19.648880428408,0,0,0,0,0,0,0,0,0,5.65883190883191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.3993899800986,0,0,0,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36220472440945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8248031496063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABISKO:upper_forest:Begin",0,0,0,0,0,0,0,0,0,0,4.93375530751311,0,0,0,0,0,0,0,0,0,16.9026470846891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6169564027272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9785594173071,0,0,0,24.0931876144259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABISKO:upper_forest:End",0,0,0,0,0,0,0,0,0,0,7.03899350148482,0,0.497512437810945,0,0,0,0,0,0,0,16.834613270855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78323498785144,23.73095460199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6203611303945,0,0,0,27.7550594893748,0,0,0,0,1.36960546106676,0,0,0,0,0,0,0,0,0,0,0,1.74418604651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19610040880867,0,0.78821011222955,0.497512437810945,0.581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABISKO:upper_tundra:Begin",0,0,0,0,0,0,9.57230647239568,0,0,0,13.2451593858141,0,0,0,0,0,0,0,0,0,3.6608531892246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7529961602606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18713450292398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABISKO:upper_tundra:End",0,0,0,0,0,0,8.57196084977436,3.36705202312139,3.125,0,7.27015060129118,0,0,0,0,0,0,0,0,0,6.86920408349978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.783302665969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8554913294798,0,0,0,0,0,0,4.04250757432286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALEXFIORD:CASSIOPE:Begin",46.4817013017132,23.2538712972252,6.59569616225097,2.90030235210122,4.74862695974292,14.5494405918658,0,0,0,2.63157894736842,0,0,0,5.92247664616086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21243186848869,0,0,0,0,0,0,0,0,2.38636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8836032388664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26315789473684,0,4.53473260554146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06122448979592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22103658536585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALEXFIORD:CASSIOPE:End",35.927853354244,26.7849506147841,4.991670373529,3.58635373341256,4.59134604079103,19.7181515361197,0,0,0,2.22222222222222,0,0,0,17.9320987654321,4.9512987012987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45571827177803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06807897984369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14814814814815,0,4.56564035870759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62878787878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74125874125874,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALEXFIORD:CASSIOPE_COVER:Begin",62.1508379888268,22.9050279329609,3.91061452513966,2.93296089385475,1.67597765363128,6.42458100558659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALEXFIORD:CASSIOPE_COVER:End",66.1730680240629,22.8289372204226,2.1749190189727,0.154249575813667,1.41909609748573,7.24973006324233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALEXFIORD:DOMEDOLOMITE:Begin",0,42.8571428571429,0,0,0,77.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALEXFIORD:DOMEDOLOMITE:End",0,18.3333333333333,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
