"","ID","LONG","LAT","variable","year","value"
"391",12,17.53611,67.77306,"bio10","1984",8.2833251953125
"392",12,17.53611,67.77306,"bio10","1985",10.2833251953125
"393",12,17.53611,67.77306,"bio10","1986",9.91667480468755
"394",12,17.53611,67.77306,"bio10","1987",8.38332519531252
"395",12,17.53611,67.77306,"bio10","1988",11.0833251953125
"396",12,17.53611,67.77306,"bio10","1989",8.95000000000005
"397",12,17.53611,67.77306,"bio10","1990",10.1166748046875
"398",12,17.53611,67.77306,"bio10","1991",9.98332519531255
"399",12,17.53611,67.77306,"bio10","1992",8.7166748046875
"400",12,17.53611,67.77306,"bio10","1993",9.51667480468751
"401",12,17.53611,67.77306,"bio10","1994",9.55000000000001
"402",12,17.53611,67.77306,"bio10","1995",8.08332519531251
"403",12,17.53611,67.77306,"bio10","1996",10.8166748046875
"404",12,17.53611,67.77306,"bio10","1997",11.15
"405",12,17.53611,67.77306,"bio10","1998",10.4166748046875
"406",12,17.53611,67.77306,"bio10","1999",9.18332519531253
"407",12,17.53611,67.77306,"bio10","2000",9.35000000000002
"408",12,17.53611,67.77306,"bio10","2001",9.38332519531252
"409",12,17.53611,67.77306,"bio10","2002",11.7833251953125
"410",12,17.53611,67.77306,"bio10","2003",11.8833251953125
"411",12,17.53611,67.77306,"bio10","2004",10.4166748046875
"412",12,17.53611,67.77306,"bio10","2005",10.9166748046875
"413",12,17.53611,67.77306,"bio10","2006",11.5166748046875
"414",12,17.53611,67.77306,"bio10","2007",10.65
"415",12,17.53611,67.77306,"bio10","2008",10.1833251953125
"416",12,17.53611,67.77306,"bio10","2009",11.05
"417",12,17.53611,67.77306,"bio10","2010",9.58332519531251
"418",12,17.53611,67.77306,"bio10","2011",11.35
"419",12,17.53611,67.77306,"bio10","2012",9.08332519531251
"420",12,17.53611,67.77306,"bio10","2013",10.3833251953125
"421",13,-17.97208,65.59293,"bio10","1979",6.18332519531253
"422",13,-17.97208,65.59293,"bio10","1980",8.05000000000001
"423",13,-17.97208,65.59293,"bio10","1981",7.7833251953125
"424",13,-17.97208,65.59293,"bio10","1982",8.31667480468752
"425",13,-17.97208,65.59293,"bio10","1983",7.38332519531252
"426",13,-17.97208,65.59293,"bio10","1984",9.38332519531252
"427",13,-17.97208,65.59293,"bio10","1985",6.81667480468752
"428",13,-17.97208,65.59293,"bio10","1986",7.45000000000005
"429",13,-17.97208,65.59293,"bio10","1987",8.05000000000001
"430",13,-17.97208,65.59293,"bio10","1988",7.91667480468755
"431",13,-17.97208,65.59293,"bio10","1989",7.75
"432",13,-17.97208,65.59293,"bio10","1990",8.01667480468751
"433",13,-17.97208,65.59293,"bio10","1991",9.01667480468751
"434",13,-17.97208,65.59293,"bio10","1992",6.98332519531255
"435",13,-17.97208,65.59293,"bio10","1993",6.45000000000005
"436",13,-17.97208,65.59293,"bio10","1994",8.98332519531255
"437",13,-17.97208,65.59293,"bio10","1995",8.31667480468752
"438",13,-17.97208,65.59293,"bio10","1996",8.2833251953125
"439",13,-17.97208,65.59293,"bio10","1997",8.81667480468752
"440",13,-17.97208,65.59293,"bio10","1998",7.75
"441",13,-17.97208,65.59293,"bio10","1999",8.91667480468755
"442",13,-17.97208,65.59293,"bio10","2000",9.18332519531253
"443",13,-17.97208,65.59293,"bio10","2001",7.85000000000002
"444",13,-17.97208,65.59293,"bio10","2002",8.25
"445",13,-17.97208,65.59293,"bio10","2003",10.15
"446",13,-17.97208,65.59293,"bio10","2004",9.85000000000002
"447",13,-17.97208,65.59293,"bio10","2005",8.91667480468755
"448",13,-17.97208,65.59293,"bio10","2006",9.01667480468751
"449",13,-17.97208,65.59293,"bio10","2007",8.68332519531253
"450",13,-17.97208,65.59293,"bio10","2008",9.2166748046875
"451",13,-17.97208,65.59293,"bio10","2009",8.51667480468751
"452",13,-17.97208,65.59293,"bio10","2010",9.15000000000003
"453",13,-17.97208,65.59293,"bio10","2011",8.18332519531253
"454",13,-17.97208,65.59293,"bio10","2012",9.18332519531253
"455",13,-17.97208,65.59293,"bio10","2013",8.85000000000002
